id,primary_code,secondary_code,third_code,combo_code,created_at,updated_at
1677,F0390,R451,,F01A11,,
1678,F0390,F01C2,,F01C2,,
1679,K510,L0291,,K51014,,
1680,E109,M792,,E1042,,
1681,E139,R402,,E1301,,
1682,E139,E113299,,E133219,,
1683,E139,E113399,,E133399,,
1684,E139,e113519,,E133519,,
1685,E139,e113549,,E133549,,
1686,E139,E1339,,E1343,,
1687,E139,E1343,,E13628,,
1688,E109,H3520,,E10359,,
1689,E109,l97909,,E10622,,
1690,E109,z9862,,E1051,,
1691,E109,E113299,,E103219,,
1692,E109,E113399,,E103393,,
1693,E109,e113519,,E103513,,
1694,E109,e113549,,E103543,,
1695,E109,E1337X2,,E1037X2,,
1696,E109,E1369,,E1069,,
1697,E109,N142,,E1021,,
1698,E109,G609,,E1040,,
1699,E109,E10649,,E10649,,
1700,E109,E1010,,E1010,,
1701,E109,E13311,,E10641,,
1702,E109,E1344,,E1021,,
1703,K7110,K7151,,K7151,,
1704,D5742,D5700,,D57419,,
1705,F0390,F32A,,F03C3,,
1706,f1310,G479,,F13182,,
1707,G20C,F0390,,G20C,,
1708,E139,e113221,,E133212,,
1709,E139,E133593,,E133593,,
1710,E139,E1344,,E1344,,
1711,F11221,R37,,F11281,,
1712,F11221,F059,,F11221,,
1713,F0390,F32A,,F01B3,,
1714,E119,e113211,,e113311,,
1715,E119,G609,,E11638,,
1716,E119,E113219,,E113321,,
1717,E119,e113311,,E113391,,
1718,E119,e113521,,E113541,,
1719,E119,N189,,E11621,,
1720,E119,E0829,,E1165,,
1721,E139,E0843,,E133213,,
1722,E139,E0941,,E133392,,
1723,E139,E1152,,E133512,,
1724,E139,E1321,,E133542,,
1725,E139,E1129,,E1351,,
1726,E139,E0939,,E13649,,
1727,E119,E0842,,E1100,,
1728,E119,E0941,,E113291,,
1729,E119,E08610,,E113411,,
1730,E119,E0949,,E113521,,
1731,E119,E0939,,E113551,,
1732,E119,E0839,,E1137X9,,
1733,E119,E09618,,E11621,,
1734,E089,E0843,,E083319,,
1735,E089,E0941,,E083493,,
1736,E099,E093491,,E093491,,
1737,E099,E093531,,E093531,,
1738,E099,E093591,,E093591,,
1739,E139,E1321,,E1301,,
1740,E099,G609,,E0940,,
1741,E089,E113299,,E083213,,
1742,E089,E113399,,E083393,,
1743,E089,e113519,,E083513,,
1744,E089,e113549,,E083543,,
1745,E089,E1337X2,,E0837X2,,
1746,E089,E1059,,E0859,,
1747,E089,E1369,,E0869,,
1748,E099,E113299,,E093213,,
1749,E099,E113399,,E093393,,
1750,E099,e113519,,E093513,,
1751,E099,e113549,,E093543,,
1752,E099,E1337X2,,E0937X2,,
1753,E099,E1059,,E0959,,
1754,E089,E083549,,E083549,,
1755,E089,E0837X3,,E0837X3,,
1756,E089,E08610,,E08610,,
1757,E099,E093213,,E093213,,
1758,E099,E093393,,E093393,,
1759,E099,E093513,,E093513,,
1760,E099,E093543,,E093543,,
1761,E089,N182,,E0822,,
1762,E089,E09618,,E08620,,
1763,E099,E09618,,E09618,,
1764,F0390,F02818,,F03A18,,
1765,I679,G8324,,I69342,,
1766,I679,G8190,,I69352,,
1767,f1292,F059,,F12921,,
1768,F1210,F29,,F12951,,
1769,F1210,F29,,F12950,,
1770,F1210,F29,,F12150,,
1771,I2510,I208,,I25758,,
1772,I2510,I2089,,I25731,,
1773,I2510,I208,,I25738,,
1774,I2510,I209,,I25709,,
1775,I2510,I202,,I25762,,
1776,I2510,I202,,I25708,,
1777,I2510,I200,,I25720,,
1778,I2510,I209,,I25729,,
1779,F10939,F05,,F10931,,
1780,F10939,F059,,F10931,,
1781,F10239,F05,,F10231,,
1782,F10239,F059,,F10231,,
1783,F1020,F10129,,F10220,,
1784,F1020,F10229,,F10282,,
1785,F1013,F05,,F10131,,
1786,F1013,F059,,F10131,,
1787,F10129,F059,,F10121,,
1788,E7800,E781,,E782,,
1789,K7151,K7151,,K7151,,
1790,I639,I6529,,I63419,,
1791,I639,I6529,,I63239,,
1792,E119,H209,,E1137,,
1793,I7090,I96,,i70268,,
1794,E7209,E7204,,E7204,,
1795,E119,E1301,,E1301,,
1796,E119,E1359,,E1359,,
1797,E089,E0801,,E0801,,
1798,E089,E0900,,E0900,,
1799,E089,E093219,,E093219,,
1800,E089,E093399,,E093399,,
1801,E089,E093519,,E093519,,
1802,E089,E093549,,E093549,,
1803,E089,E09610,,E09610,,
1804,E089,E098,,E098,,
1805,E089,E08641,,E08641,,
1806,E119,G629,,e1121,,
1807,E089,N289,,E0921,,
1808,E089,E093299,,E093299,,
1809,E119,G629,,E1342,,
1810,E089,E0811,,E0811,,
1811,E119,E0810,,E0810,,
1812,E119,E0840,,E0840,,
1813,E119,L309,,E08620,,
1814,E119,R739,,E0900,,
1815,E119,E0937X9,,E0937X9,,
1816,E119,E0949,,E0949,,
1817,E119,E09638,,E09638,,
1818,F12129,F12121,,F12121,,
1819,E119,E1344,,E1344,,
1820,E119,E1151,,E1151,,
1821,E119,E1300,,E1300,,
1822,E119,R739,,E1365,,
1823,E119,E1343,,E1343,,
1824,E119,I739,,E1151,,
1825,E119,I96,,E1152,,
1826,E109,H3500,,E10319,,
1827,E109,R739,,E1065,,
1828,E139,E870,,E1301,,
1829,F0390,R443,,F0392,,
1830,F1020,R37,,F10281,,
1831,J9610,R0902,,J9611,,
1832,E119,E1121,,E1121,,
1833,E119,E1169,,E1169,,
1834,F0390,F329,,f0393,,
1835,F0390,F419,,F03C4,,
1836,F0150,F419,,F01B4,,
1837,E119,I10,,E1159,,
1838,E139,E8729,,E1310,,
1839,E139,E133291,,E133291,,
1840,E139,E133411,,E133411,,
1841,E139,E133551,,E133551,,
1842,E139,E1337X3,,E1337X3,,
1843,I10,E119,,I152,,
1844,I25810,I200,,I25710,,
1845,E109,K3184,,E1043,,
1846,E119,K3184,,E1143,,
1847,E109,G709,,E1044,,
1848,E089,K3184,,E0843,,
1849,E139,G629,,E1342,,
1850,E139,K3184,,E1343,,
1851,I10,N1830,,I129,,
1852,I10,N189,,I120,,
1853,E119,N189,,E1122,,
1854,E119,N189,,E1322,,
1855,J449,J45909,,J4489,,
1856,F0150,F419,,F0154,,
1857,M069,G629,,M0550,,
1858,I2510,I209,,I25119,,
1859,E119,E785,,E1169,,
1860,E119,L98499,,E11622,,
1861,E109,G629,,E1040,,
1862,E109,M129,,E10618,,
1863,E089,G629,,E0840,,
1864,E089,M129,,E08618,,
1865,E139,G589,,E1341,,
1866,E139,L98499,,E13622,,
1867,K5090,K630,,K50114,,
1868,K5130,K630,,K51314,,
1869,E119,E162,,E11649,,
1870,A419,A414,,A414,,
1871,F0150,F0152,,F0152,,
1872,E119,E1159,,E1159,,
1873,A419,A4181,,A4181,,
1874,A419,A4151,,A4151,,
1875,J45909,j45901,,j45901,,
1876,L98499,L98412,,L98412,,
1877,E119,E138,,E138,,
1878,E139,E098,,E098,,
1879,A419,A401,,A401,,
1880,A419,A412,,A412,,
1881,A419,B963,,A413,,
1882,E0590,E041,,E0510,,
1883,E0590,E042,,E0520,,
1884,E0590,E049,,E0500,,
1885,E109,E1029,,E1029,,
1886,E109,E1059,,E1059,,
1887,E109,E10628,,E10628,,
1888,E109,E10638,,E10638,,
1889,E109,E1069,,E1069,,
1890,E119,E1139,,E1139,,
1891,E119,E1149,,E1149,,
1892,E119,E11628,,E11628,,
1893,E119,E11638,,E11638,,
1894,E119,E1349,,E1349,,
1895,E139,E13628,,E13628,,
1896,E119,E13638,,E13638,,
1897,E109,E162,,E10641,,
1898,E119,E162,,E11641,,
1899,E109,E162,,E10649,,
1900,E139,E162,,E13649,,
1901,E139,E162,,E08649,,
1902,E139,E162,,E09649,,
1903,I10,E349,,I152,,
1904,E109,E785,,E1069,,
1905,E099,E870,,E0901,,
1906,E119,E870,,E1101,,
1907,E119,E870,,E0801,,
1908,E139,E870,,E0900,,
1909,E119,E8729,,E1110,,
1910,E109,E8729,,E1011,,
1911,E119,E8729,,E1311,,
1912,E139,E8729,,E0811,,
1913,E139,E8729,,E1311,,
1914,E109,E8729,,E1010,,
1915,E119,E8729,,E1310,,
1916,F1320,F0390,,F1327,,
1917,F0390,F0393,,F0393,,
1918,F12129,F059,,F12121,,
1919,F12929,F059,,F12921,,
1920,F1020,F059,,F10221,,
1921,F1023,F059,,F10231,,
1922,F10239,F059,,F10131,,
1923,F10929,F059,,F10921,,
1924,F1112,F059,,F11121,,
1925,K7460,f1020,,K7030,,
1926,F0390,F22,,F0392,,
1927,F03C0,F22,,F03C2,,
1928,F259,F319,,F250,,
1929,F0390,F32A,,F0393,,
1930,F03A0,F32A,,F03A3,,
1931,F03B0,F32A,,F03B3,,
1932,F03C0,F32A,,F03C3,,
1933,F1320,F32A,,F1324,,
1934,F1110,F32A,,F1114,,
1935,F1190,F32A,,F1194,,
1936,F432,F419,,F4322,,
1937,F0390,F419,,F0284,,
1938,F0390,F419,,F0394,,
1939,F1210,F419,,F12180,,
1940,F03A0,F419,,F03A4,,
1941,F03B0,F419,,F03A4,,
1942,F1020,F419,,F10280,,
1943,F1320,F419,,F13280,,
1944,F1310,F419,,F13180,,
1945,E119,G629,,E0842,,
1946,E109,G629,,E1042,,
1947,E109,G718,,E1044,,
1948,E119,G718,,E1344,,
1949,M3300,G729,,M3302,,
1950,M069,G729,,M0540,,
1951,M3500,G729,,M3503,,
1952,M349,G729,,M3482,,
1953,I639,G8190,,I69354,,
1954,I639,G8190,,I69351,,
1955,I639,G8190,,I69352,,
1956,I609,G8190,,I69051,,
1957,I609,G8190,,I69052,,
1958,I639,G8320,,I69349,,
1959,I639,G8320,,I69332,,
1960,I639,G8320,,I69344,,
1961,I619,G8320,,I69139,,
1962,I609,G8320,,I69039,,
1963,E109,G909,,E1043,,
1964,E119,G909,,E1143,,
1965,Q059,G919,,Q054,,
1966,E109,H259,,E1036,,
1967,E139,H259,,E1336,,
1968,E139,H259,,E0836,,
1969,E139,H259,,E0936,,
1970,E109,H33001,,E103541,,
1971,E139,H33001,,E083541,,
1972,E139,H33001,,E093541,,
1973,E109,H33002,,E103542,,
1974,E119,H33002,,E113542,,
1975,E139,H33002,,E133542,,
1976,E109,H33003,,E103543,,
1977,E119,H33003,,E113543,,
1978,E119,H33009,,E113549,,
1979,E139,H33009,,E093549,,
1980,E109,H3340,,E103539,,
1981,E119,H3340,,E133539,,
1982,E119,H3341,,E113531,,
1983,E119,H3342,,E113522,,
1984,E139,H3342,,E133522,,
1985,E109,H3342,,E103532,,
1986,E119,H3342,,E113532,,
1987,E109,H3343,,E103533,,
1988,E119,H3343,,E113533,,
1989,E109,H3500,,E103213,,
1990,E119,H3500,,E113213,,
1991,E119,H3500,,E133213,,
1992,E139,H3500,,E133213,,
1993,E109,H3500,,E103212,,
1994,E119,H3500,,E083212,,
1995,E119,H3500,,E113212,,
1996,E109,H3500,,E103211,,
1997,E119,H3500,,E133211,,
1998,E139,H3500,,E093211,,
1999,E109,H3500,,E103219,,
2000,E139,H3500,,E093219,,
2001,E119,H3500,,E133292,,
2002,E139,H3500,,E133292,,
2003,E119,H3500,,E113219,,
2004,E109,H3500,,E103313,,
2005,E119,H3500,,E113313,,
2006,E119,H3500,,E083313,,
2007,E109,H3500,,E103312,,
2008,E119,H3500,,E113311,,
2009,E109,H3500,,E103319,,
2010,E119,H3500,,E113319,,
2011,E119,H3500,,E083319,,
2012,E109,H3500,,E103393,,
2013,E119,H3500,,E113393,,
2014,E109,H3500,,E103392,,
2015,E119,H3500,,E113392,,
2016,E109,H3500,,E103391,,
2017,E139,H3500,,E093391,,
2018,E109,H3500,,E103399,,
2019,E119,H3500,,E113399,,
2020,E139,H3500,,E093399,,
2021,E119,H3500,,E133319,,
2022,E119,H3520,,E113519,,
2023,E139,H3520,,E093519,,
2024,E109,H3520,,E103599,,
2025,E119,H3520,,E113599,,
2026,E109,H3521,,E103511,,
2027,E119,H3521,,E113511,,
2028,E139,H3521,,E083511,,
2029,E139,H3521,,E093511,,
2030,E109,H3521,,E103591,,
2031,E119,H3521,,E113591,,
2032,E109,H3522,,E103512,,
2033,E119,H3522,,E113512,,
2034,E109,H3522,,E103592,,
2035,E119,H3522,,E133552,,
2036,E139,H3522,,E133552,,
2037,E109,H3523,,E103513,,
2038,E119,H3523,,E113513,,
2039,E109,H3523,,E103593,,
2040,E119,H3523,,E113593,,
2041,E119,H3523,,E133593,,
2042,E109,H3581,,E1037X3,,
2043,E109,H3581,,E1037X2,,
2044,E119,H3581,,E1137X2,,
2045,E109,H3581,,E1037X1,,
2046,E119,H3581,,E1337X3,,
2047,E139,H3581,,E0937X3,,
2048,E119,H3581,,E1137X1,,
2049,E119,H3581,,E1337X9,,
2050,E139,H3581,,E0837X9,,
2051,E139,H3581,,E1337X9,,
2052,E119,H3581,,E1137X3,,
2053,E099,I10,,E0959,,
2054,E139,I10,,E1359,,
2055,I10,I160,,I160,,
2056,I2510,I200,,I25110,,
2057,I25810,I200,,I25701,,
2058,I25811,I200,,I25750,,
2059,I25812,I200,,I25760,,
2060,I2510,I201,,I25111,,
2061,I25810,I201,,I25702,,
2062,I25810,I201,,I25731,,
2063,I25811,I201,,I25751,,
2064,I25812,I201,,I25761,,
2065,I2510,I202,,I25112,,
2066,I25810,I202,,I25792,,
2067,I25810,I202,,I25722,,
2068,I2510,I2089,,I25118,,
2069,I25810,I2089,,I25718,,
2070,I25810,I2089,,I25798,,
2071,I25810,I2089,,I25709,,
2072,I25810,I2089,,I25728,,
2073,I25810,I209,,I25729,,
2074,I25810,I209,,I25719,,
2075,I25811,I209,,I25759,,
2076,I10,I429,,i119,,
2077,I10,I501,,I110,,
2078,I10,I5030,,I110,,
2079,I10,I50813,,I110,,
2080,I639,I6340,,I63419,,
2081,I639,I6529,,I63139,,
2082,I70209,I739,,I70219,,
2083,E109,I739,,E1052,,
2084,E109,I739,,E1051,,
2085,E139,I739,,E1351,,
2086,E139,I739,,E0851,,
2087,E139,I739,,E0951,,
2088,I70209,I96,,I70269,,
2089,K5090,K630,,K50014,,
2090,E119,L309,,e11620,,
2091,E109,L309,,E10620,,
2092,E109,L97519,,E10621,,
2093,E119,L97519,,E11621,,
2094,E139,L97519,,E13621,,
2095,I099,M069,,M0530,,
2096,M0540,M069,,M0540,,
2097,M0520,M069,,M0520,,
2098,E139,m129,,E08618,,
2099,E139,M129,,E13618,,
2100,E119,M1460,,E11610,,
2101,E119,M1460,,E13610,,
2102,E139,M1460,,E13610,,
2103,E139,M1460,,E09610,,
2104,M8000XA,M810,,M8000XA,,
2105,M3500,N12,,M3504,,
2106,N179,N170,,N170,,
2107,E139,N189,,E1322,,
2108,K831,N200,,K8050,,
2109,E119,N289,,e1129,,
2110,E099,N289,,E0921,,
2111,E139,N289,,E1321,,
2112,F12929,F12922,,F12922,,
2113,F10929,F10932,,F10932,,
2114,F1122,F11222,,F11222,,
2115,E109,K056,,E10630,,
2116,F1020,F0390,,F1027,,
2117,F1010,F29,,F10159,,
2118,F1320,F29,,F13259,,
2119,F1110,F29,,F11159,,
2120,F1190,F29,,F11959,,
2121,F1310,F29,,F13159,,
2122,F1210,F22,,F12150,,
2123,F1122,F22,,F11250,,
2124,F1290,F22,,F12951,,
2125,F1122,F22,,F11251,,
2126,I609,R1310,,I69091,,
2127,F0150,R451,,F01C11,,
2128,F0390,R451,,F03911,,
2129,F03A0,R451,,F03A11,,
2130,F03B0,R451,,F03B11,,
2131,F03C0,R451,,F03C11,,
2132,I609,R482,,I69090,,
2133,I8500,R58,,I8501,,
2134,E099,R739,,E0965,,
2135,E119,R739,,E1165,,
2136,E139,R739,,E1365,,
2137,M479,M541,,M4720,,
2138,A419,R6521,,R6521,,
2139,R6520,R6521,,R6521,,
2140,F0390,F03918,,F03918,,
2141,F1010,R37,,F10181,,
2142,F1122,R37,,F11281,,
2143,F1110,R37,,F11181,,
2144,F1020,G47,,F10282,,
2145,F10929,G47,,F10982,,
2146,F1320,G47,,F13282,,
2147,F1190,G47,,F11982,,
2148,F1310,G47,,F13182,,
2149,E0590,E0580,,E0580,,
2150,E0590,E041,,E0511,,
2151,E059,E049,,E0500,,
2152,E089,E0849,,E0949,,
2153,E099,E0921,,E0921,,
2154,E109,E113211,,E103211,,
2155,E119,E113211,,E113211,,
2156,E119,E113212,,E113212,,
2157,E109,E113212,,E103212,,
2158,E089,E113213,,E093213,,
2159,E109,E113213,,E103213,,
2160,E119,E113213,,E113213,,
2161,E139,E113291,,E133291,,
2162,E119,E113299,,E113299,,
2163,E109,E113311,,E103311,,
2164,E119,E113312,,E113312,,
2165,E109,E113312,,E103392,,
2166,E119,E113312,,E113392,,
2167,E089,E113313,,E093393,,
2168,E109,E113313,,E103313,,
2169,E119,E113313,,E113313,,
2170,E119,E113313,,E133313,,
2171,E089,E113319,,E093319,,
2172,E119,E113391,,E113391,,
2173,E119,E113393,,E113393,,
2174,E119,E113492,,E113492,,
2175,E109,E113511,,E103511,,
2176,E119,E113511,,E113511,,
2177,E109,E113512,,E103512,,
2178,E119,E113512,,E113512,,
2179,E089,E113513,,E093513,,
2180,E119,E113513,,E113513,,
2181,E089,E113513,,E083513,,
2182,E139,E113521,,E133521,,
2183,E119,E113521,,E113521,,
2184,E119,E113529,,E113529,,
2185,E109,E113531,,E103531,,
2186,E119,E113531,,E113531,,
2187,E119,E113532,,E113532,,
2188,E119,E113533,,E113533,,
2189,E119,E113533,,E133533,,
2190,E089,E113539,,E083539,,
2191,E089,E113539,,E093539,,
2192,E119,E113539,,E113539,,
2193,E109,E113541,,E103541,,
2194,E119,E113541,,E113541,,
2195,E109,E113542,,E103542,,
2196,E119,E113542,,E113542,,
2197,E089,E113543,,E093543,,
2198,E119,E113543,,E113543,,
2199,E109,E113591,,E103591,,
2200,E119,E113592,,E113592,,
2201,E119,E113592,,E133592,,
2202,E109,E113592,,E103592,,
2203,E119,E113593,,E113593,,
2204,E089,E113599,,E083599,,
2205,E089,E113599,,E093599,,
2206,E119,E113599,,E113599,,
2207,E119,E1143,,E1343,,
2208,E119,E1152,,E1152,,
2209,E089,E11610,,E08610,,
2210,E109,E119,,E1037X1,,
2211,E139,E1321,,E1321,,
2212,E139,E15,,E13641,,
2213,E089,E15,,E08641,,
2214,E089,E15,,E09641,,
2215,E089,E162,,E08649,,
2216,E099,E785,,E0969,,
2217,E139,E785,,E1369,,
2218,E109,E870,,E1001,,
2219,E089,E870,,E0801,,
2220,E119,E870,,E1100,,
2221,E119,E8729,,E0811,,
2222,E089,E8729,,E0810,,
2223,F1020,F10120,,F10220,,
2224,F1020,F10129,,F10229,,
2225,F03A0,F22,,F03A2,,
2226,F03B0,F22,,F03B2,,
2227,F11229,F32A,,F1124,,
2228,F0390,F32A,,F0283,,
2229,F1310,F32A,,F1314,,
2230,F1020,F39,,F1024,,
2231,F4320,F39,,f4321,,
2232,F03C0,F419,,F03C4,,
2233,F1010,F419,,F10180,,
2234,F1290,F419,,F12980,,
2235,F4320,F419,,F4322,,
2236,E139,G629,,E1340,,
2237,E109,G629,,E1043,,
2238,M059,G629,,M0550,,
2239,E119,G629,,E1141,,
2240,E089,G718,,E0844,,
2241,M3390,G729,,M3392,,
2242,I639,G8190,,I69359,,
2243,I607,G8310,,I69049,,
2244,I619,G8310,,I69149,,
2245,I639,G8320,,I69331,,
2246,I639,G8320,,I69343,,
2247,I639,G8323,,I69333,,
2248,M479,G959,,M4710,,
2249,H160,H20059,,H16031,,
2250,E109,H269,,E1036,,
2251,E089,H269,,E0836,,
2252,E139,H3500,,E13319,,
2253,E089,H3581,,E0837X3,,
2254,E089,H3581,,E0937X2,,
2255,E139,H3581,,E1337X3,,
2256,E089,H3581,,E0837X2,,
2257,E119,H3581,,E1337X2,,
2258,E119,H409,,E1139,,
2259,E109,H409,,E1039,,
2260,I25811,I200,,I25760,,
2261,I25810,I200,,I25730,,
2262,I25810,I201,,I25791,,
2263,I2510,I208,,I25118,,
2264,I25810,I208,,I25728,,
2265,I25811,I208,,I25758,,
2266,I25810,I209,,I25739,,
2267,I259,I209,,I25119,,
2268,I10,I508,,I110,,
2269,I639,I63442,,I63449,,
2270,E089,I739,,E0851,,
2271,E099,I739,,E0951,,
2272,I77810,I77811,,I77812,,
2273,Q8740,I77819,,Q87410,,
2274,E089,I998,,E0959,,
2275,E119,I998,,E1159,,
2276,J449,J22,,J440,,
2277,E119,K056,,E13630,,
2278,E089,K056,,E08630,,
2279,E119,K056,,E11630,,
2280,E089,K056,,E09630,,
2281,K5090,K56609,,K50112,,
2282,K589,K5900,,K581,,
2283,K5190,K630,,K51914,,
2284,E139,L309,,E13620,,
2285,E089,L309,,E08620,,
2286,E099,L309,,E09620,,
2287,E119,L97509,,E11621,,
2288,E109,L97509,,E10621,,
2289,E089,L97509,,E08621,,
2290,E109,L98499,,E10622,,
2291,E109,M129,,E10610,,
2292,I38,M329,,M3211,,
2293,E119,N059,,E1121,,
2294,E089,N189,,E0922,,
2295,E109,N189,,E1022,,
2296,I10,N289,,I151,,
2297,E109,N289,,E1021,,
2298,E089,N289,,E0821,,
2299,E089,E0849,,E0849,,
2300,E089,E0969,,E0969,,
2301,E099,E0952,,E0952,,
2302,E139,E1352,,E1352,,
2303,F0390,F03A18,,F03A18,,
2304,E089,E09628,,E09628,,
2305,E089,E09638,,E09638,,
2306,Z331,O99512,,O99512,,
2307,E089,E0869,,E0869,,
2308,E119,E1369,,E1369,,
2309,E089,E08638,,E08638,,
2310,J449,j441,,j441,,
2311,A419,A411,,A411,,
2312,F4000,F410,,F4001,,
2313,F11129,R448,,F11122,,
2314,F12129,R448,,F12122,,
2315,F1320,F1096,,F1326,,
2316,F1220,F29,,F12259,,
2317,F11229,F29,,F11259,,
2318,F11229,F10950,,F11250,,
2319,F1090,F10950,,F10950,,
2320,F1290,F10950,,F12950,,
2321,F1310,F13151,,F13151,,
2322,F1190,F11951,,F11951,,
2323,F1320,F13251,,F13251,,
2324,F1110,F11151,,F11151,,
2325,F319,F29,,F315,,
2326,J9610,R0689,,J9612,,
2327,F12929,R410,,F12921,,
2328,F11229,R410,,F11221,,
2329,F1323,R410,,F13231,,
2330,F10129,R410,,F10121,,
2331,F10939,R410,,F10931,,
2332,F0280,R451,,F02A11,,
2333,I2510,I25112,,I25112,,
2334,I25810,I202,,I25712,,
2335,I25810,I202,,I25708,,
2336,I10,I1A0,,I1A0,,
2337,E119,H3500,,E1137X2,,
2338,E109,H3500,,E10311,,
2339,E089,H3500,,E08319,,
2340,E089,H3500,,E09319,,
2341,E119,H3500,,E13319,,
2342,A419,A4153,,A4153,,
2343,E089,E083412,,E083412,,
2344,E119,E113411,,E113411,,
2345,E109,E103419,,E103419,,
2346,E119,E113419,,E113419,,
2347,E109,E103493,,E103493,,
2348,E119,E113493,,E113493,,
2349,E119,E133493,,E133493,,
2350,E089,E093493,,E093493,,
2351,E089,E083493,,E083493,,
2352,E089,E083492,,E083492,,
2353,E109,E103492,,E103492,,
2354,E089,E093492,,E093492,,
2355,E089,E093491,,E093491,,
2356,E109,E103491,,E103491,,
2357,E139,E133419,,E133419,,
2358,E109,E103499,,E103499,,
2359,E089,E083499,,E083499,,
2360,E089,E093499,,E093499,,
2361,E119,E113499,,E113499,,
2362,E119,E133499,,E133499,,
2363,F03B0,F03B18,,F03B18,,
2364,F03C0,F03C18,,F03C18,,
2365,F1020,F10281,,F10281,,
2366,F1090,F10981,,F10981,,
2367,F1190,F11981,,F11981,,
2368,F1310,F13181,,F13181,,
2369,F1320,F13281,,F13281,,
2370,E039,E0510,,E0510,,
2371,E119,E11622,,E11622,,
2372,F1020,F10282,,F10282,,
2373,F1090,F10982,,F10982,,
2374,F1190,F11982,,F11982,,
2375,F1010,F10182,,F10182,,
2376,F0150,F01518,,F01518,,
2377,E109,E103559,,E103559,,
2378,E119,E113559,,E113559,,
2379,E139,E133559,,E133559,,
2380,E0540,E0541,,E0541,,
2381,E059,E0510,,E0510,,
2382,I8390,I83029,,I83029,,
2383,E089,E088,,E088,,
2384,E139,E138,,E138,,
2385,E119,E11311,,E11311,,
2386,E109,E1037X2,,E1037X2,,
2387,E119,E11618,,E11618,,
2388,E059,E062,,E062,,
2389,F1020,F10230,,F10230,,
2390,E119,H3520,,E113553,,
2391,E099,M129,,E09618,,
2392,E119,H3500,,E113553,,
2393,F0390,F419,,F03A4,,
2394,E099,H3500,,E093293,,
2395,E119,H3500,,E113559,,
2396,E119,H3500,,E113552,,
2397,I639,G8320,,I69339,,
2398,E0590,Q892,,E0530,,
2399,E089,H3500,,E083293,,
2400,E089,L98499,,E08622,,
2401,E099,H3500,,E09319,,
2402,E099,H3500,,E093591,,
2403,E119,H3500,,E113492,,
2404,E119,H3500,,E113539,,
2405,E119,H3581,,E1137X9,,
2406,E139,H3500,,e133413,,
2407,E139,H3500,,E133542,,
2408,F1020,F29,,F10259,,
2409,F1110,G479,,F11182,,
2410,F1320,F29,,F13250,,
2411,I2510,I201,,I25751,,
2412,I639,I663,,I63449,,
2413,F0390,R451,,F03A11,,
2414,E089,H3500,,E093559,,
2415,E119,H3500,,E133312,,
2416,E089,H3500,,E08311,,
2417,A419,B951,,A401,,
2418,F1099,R37,,F10981,,
2419,E119,H3500,,E113419,,
2420,F1010,F062,,F10150,,
2421,E089,H3500,,E083311,,
2422,E089,H409,,E0839,,
2423,E099,H3500,,E093513,,
2424,E109,H3500,,E103411,,
2425,E109,H3500,,E103532,,
2426,E119,A5216,,E11610,,
2427,E119,H3500,,E113299,,
2428,E119,H3500,,E113499,,
2429,E139,H3500,,E133492,,
2430,F1320,F1326,,F1326,,
2431,I152,E119,,I152,,
2432,E089,H3500,,E093299,,
2433,k7030,R188,,K7031,,
2434,E099,H3500,,E093212,,
2435,E099,H3500,,E093499,,
2436,E099,L97509,,E09621,,
2437,E119,H3500,,E113293,,
2438,E119,H3500,,E113493,,
2439,E139,H3500,,E13311,,
2440,E139,H3500,,E133419,,
2441,L409,M129,,L4050,,
2442,e139,H3500,,E133522,,
2443,f1020,f319,,F1024,,
2444,E119,H3500,,E113523,,
2445,E099,k056,,E09630,,
2446,E119,H3500,,E133399,,
2447,e0590,e062,,E062,,
2448,E119,H3500,,E113391,,
2449,i2510,i209,,I25769,,
2450,i2510,i208,,I25709,,
2451,E099,e8729,,E0911,,
2452,f13139,r410,,F13131,,
2453,i639,i650,,I63219,,
2454,I10,i5082,,I110,,
2455,F0150,R451,,F01511,,
2456,F13239,R410,,F13231,,
2457,F1210,F060,,F12151,,
2458,E119,H3500,,E133492,,
2459,E119,E8729,,E0810,,
2460,F1120,F32A,,F1124,,
2461,F1020,F060,,F10251,,
2462,E089,H3341,,E083531,,
2463,F1120,F29,,F11259,,
2464,F1290,F062,,F12950,,
2465,F1320,R37,,F13281,,
2466,E139,H3500,,e133513,,
2467,k766,i8500,,I8510,,
2468,e0590,e0500,,E0520,,
2469,f1290,f29,,F12959,,
2470,E119,e113292,,E113292,,
2471,i10,N189,,I1310,,
2472,E119,e11319,,E11319,,
2473,m316,m353,,M315,,
2474,A419,B953,,A403,,
2475,E089,H3500,,E083591,,
2476,E099,N189,,E0922,,
2477,E119,e113413,,E113413,,
2478,E139,e11339,,E133392,,
2479,E139,e113532,,E133532,,
2480,f1310,r37,,F13181,,
2481,I10,n186,,I132,,
2482,F1210,F29,,F12159,,
2483,F1110,F29,,F11150,,
2484,E099,H3500,,E093529,,
2485,E109,E870,,E1069,,
2486,E119,I10,,E1359,,
2487,A419,B9620,,A4151,,
2488,E099,L98499,,E09622,,
2489,F1320,F1996,,F1326,,
2490,J449,J209,,J440,,
2491,E119,E113293,,E113293,,
2492,I25810,I200,,I25790,,
2493,I25729,I202,,I25722,,
2494,E089,M1460,,E08610,,
2495,E139,G609,,E1340,,
2496,F11129,R410,,F11921,,
2497,E099,H3500,,E093419,,
